,x,y,z,Category_prefix,Category
198,-1.401472,0.846453,-0.91668487,"['log', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","log(max(0.38,x_1))"
199,-0.3502302,-2.193672,0.18278918,"['max', '+', 'x_1', 'c_1', 'x_1', '<PAD>']","max((x_1+0.35),x_1)"
200,-0.30164278,-1.9059635,0.08070776,"['+', 'c_1', '*', 'x_1', 'asin', 'x_1']",(0.05+(x_1*asin(x_1)))
201,0.7403631,-0.3970018,-0.7325331,"['max', '0', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0,x_1)"
202,0.44794244,-0.098085195,0.23477724,"['-', '+', 'x_1', 'sin', 'x_1', 'c_1']",((x_1+sin(x_1))-0.84)
203,3.237757,-0.23604245,0.061398923,"['max', 'acos', 'x_1', '-', 'x_1', 'c_1']","max(acos(x_1),(x_1-0.92))"
204,0.19836824,-0.79389554,-0.5966791,"['sin', 'abs', '-', 'c_1', 'x_1', '<PAD>']",sin(abs((0.85-x_1)))
205,-0.51356333,0.42311096,1.0137569,"['-', 'exp', 'x_1', 'c_1', '<PAD>', '<PAD>']",(exp(x_1)-0.9)
206,-0.65647995,0.14227703,-0.6426763,"['min', 'exp', 'x_1', '**', 'x_1', '2']","min(exp(x_1),(x_1**2))"
207,-0.12738305,2.3019457,0.2573107,"['tan', '*', 'x_1', 'min', 'c_1', 'x_1']","tan((x_1*min(0.03,x_1)))"
208,0.2714246,-0.06424009,-1.3080608,"['sin', 'min', '/', 'x_1', 'c_1', 'x_1']","sin(min((x_1/0.14),x_1))"
209,0.1359221,-2.5356224,-0.8235759,"['*', '*', '2', 'x_1', 'tan', 'x_1']",((2*x_1)*tan(x_1))
210,-0.15540007,-0.18706244,1.1938732,"['min', 'x_1', '-', 'x_1', 'c_1', '<PAD>']","min(x_1,(x_1-0.23))"
211,-1.4788296,1.2052095,1.7363505,"['+', 'c_1', 'tan', 'exp', 'abs', 'x_1']",(0.55+tan(exp(abs(x_1))))
212,0.60487306,0.20712475,-1.2850356,"['min', 'tan', 'x_1', '**', 'x_1', '2']","min(tan(x_1),(x_1**2))"
213,0.8717828,-0.4598556,-0.033298586,"['-', '+', 'c_1', 'x_1', 'abs', 'x_1']",((0.97+x_1)-abs(x_1))
214,-0.7525091,-0.5258768,0.072719306,"['max', 'c_1', 'cos', 'asin', 'x_1', '<PAD>']","max(0.45,cos(asin(x_1)))"
215,1.008558,-0.06160216,-1.7832309,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.91+x_1)
216,-0.47081384,0.19381505,-0.4152146,"['-', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.83-x_1)
217,-1.0149386,-1.2990813,-0.28478342,"['**', 'x_1', '3', '<PAD>', '<PAD>', '<PAD>']",(x_1**3)
218,-0.07548555,1.398312,-0.6166946,"['/', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.07/x_1)
219,-0.9842974,-0.51549995,-1.9805564,"['-', 'min', 'abs', 'x_1', 'x_1', 'c_1']","(min(abs(x_1),x_1)-0.76)"
220,-0.34886044,-0.121513605,-0.36939013,"['min', '+', 'x_1', 'c_1', 'asin', 'x_1']","min((x_1+0.8),asin(x_1))"
221,-1.4331765,0.71103925,-0.62621015,"['+', 'c_1', 'acos', 'x_1', '<PAD>', '<PAD>']",(0.42+acos(x_1))
222,0.13508528,-0.070828736,-1.1451045,"['-', 'cos', 'x_1', 'c_1', '<PAD>', '<PAD>']",(cos(x_1)-0.73)
223,0.2638774,-0.11182516,-1.1021104,"['+', '*', 'c_1', 'exp', 'x_1', 'x_1']",((0.6*exp(x_1))+x_1)
224,-0.5663104,0.092146866,-2.561873,"['exp', 'acos', '*', 'c_1', 'abs', 'x_1']",exp(acos((0.48*abs(x_1))))
225,-0.43979007,-0.20211518,0.89915603,"['+', 'x_1', '/', 'tan', 'x_1', 'c_1']",(x_1+(tan(x_1)/0.67))
226,-0.6692548,-0.041588515,-1.1063783,"['max', 'tan', 'x_1', 'max', 'c_1', 'x_1']","max(tan(x_1),max(0.28,x_1))"
227,-1.5837018,-0.5227013,0.98240024,"['+', 'asin', 'x_1', 'min', 'c_1', 'x_1']","(asin(x_1)+min(0.79,x_1))"
228,-0.59101474,-0.12528276,-2.779292,"['max', 'exp', 'x_1', '*', 'c_1', 'x_1']","max(exp(x_1),(0.41*x_1))"
229,-0.3987636,0.7073398,1.8664098,"['/', 'exp', 'x_1', 'c_1', '<PAD>', '<PAD>']",(exp(x_1)/0.62)
230,-0.74568117,-0.4698958,-1.0100477,"['*', 'sin', 'x_1', 'max', 'c_1', 'x_1']","(sin(x_1)*max(0.51,x_1))"
231,-0.36763805,1.979225,0.11404878,"['/', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.61/x_1)
232,0.8254471,0.16395295,0.32549563,"['sin', 'cos', '+', 'c_1', 'x_1', '<PAD>']",sin(cos((0.09+x_1)))
233,0.021759458,-0.45937175,-0.45564142,"['*', 'c_1', '+', 'x_1', 'sin', 'x_1']",(0.73*(x_1+sin(x_1)))
234,0.024920925,2.1332886,-0.032513898,"['cos', '+', 'c_1', 'sin', 'x_1', '<PAD>']",cos((0.54+sin(x_1)))
235,0.9218457,1.0977654,0.071686506,"['max', '/', 'c_1', 'exp', 'x_1', 'x_1']","max((0.88/exp(x_1)),x_1)"
236,-2.2639198,-2.0534608,0.2787255,"['tan', '-', 'x_1', '**', 'c_1', 'x_1']",tan((x_1-(0.71**x_1)))
237,-0.40732116,-0.5199157,-0.92740345,"['/', 'x_1', 'c_1', '<PAD>', '<PAD>', '<PAD>']",(x_1/0.03)
238,-0.12446654,-0.043547325,-1.1328177,"['**', 'c_1', 'abs', 'x_1', '<PAD>', '<PAD>']",(0.3**abs(x_1))
239,-0.6471231,-2.6433215,1.5320095,"['-', '*', '2', 'x_1', 'tan', 'x_1']",((2*x_1)-tan(x_1))
240,-0.2019825,1.3196957,0.005706653,"['asin', 'tan', '*', 'c_1', 'sin', 'x_1']",asin(tan((0.38*sin(x_1))))
241,-0.28677112,-0.11318444,-0.7472638,"['abs', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","abs(min(0.96,x_1))"
242,-0.035117716,0.63643926,-0.55702484,"['*', 'x_1', '**', 'cos', 'x_1', 'c_1']",(x_1*(cos(x_1)**0.18))
243,-1.1662232,-0.17095387,-0.031364113,"['**', 'c_1', 'abs', 'x_1', '<PAD>', '<PAD>']",(0.4**abs(x_1))
244,-0.37600517,0.58042556,0.6475671,"['min', '+', 'c_1', 'x_1', 'sin', 'x_1']","min((0.2+x_1),sin(x_1))"
245,0.25212032,0.53322464,1.6274178,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.94,x_1)"
246,0.0481717,1.4504913,-0.24858218,"['cos', '+', 'c_1', 'sin', 'x_1', '<PAD>']",cos((0.48+sin(x_1)))
247,0.6872064,0.2673145,-0.40811056,"['cos', '*', '3', 'x_1', '<PAD>', '<PAD>']",cos((3*x_1))
248,-0.0398505,0.87440354,-2.5728362,"['**', 'cos', 'min', 'c_1', 'x_1', 'x_1']","(cos(min(0.71,x_1))**x_1)"
249,-1.1245304,-0.05051674,1.300307,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.31,x_1)"
250,-1.1234882,-0.45800614,-0.24768493,"['cos', '-', 'x_1', '1', '<PAD>', '<PAD>']",cos((x_1-1))
251,0.2757491,0.15534887,1.3338568,"['*', 'x_1', 'cos', '+', 'c_1', 'x_1']",(x_1*cos((0.63+x_1)))
252,0.93088126,0.5857332,1.2249671,"['-', 'c_1', 'abs', 'x_1', '<PAD>', '<PAD>']",(0.64-abs(x_1))
253,0.11175953,-0.68413424,-1.8909827,"['-', 'tan', 'sqrt', 'acos', 'x_1', 'c_1']",(tan(sqrt(acos(x_1)))-0.48)
254,-0.74668205,-0.668892,-0.42789927,"['*', 'x_1', '+', 'c_1', 'x_1', '<PAD>']",(x_1*(0.43+x_1))
255,0.88343525,0.9660903,-2.0263827,"['asin', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","asin(min(0.47,x_1))"
256,0.40761137,0.7727531,0.67301583,"['/', 'exp', 'x_1', 'c_1', '<PAD>', '<PAD>']",(exp(x_1)/0.54)
257,0.2805605,0.62638396,-0.41663608,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.28*x_1)
258,0.19582124,-1.1527103,1.103523,"['**', '**', 'c_1', 'x_1', 'x_1', '<PAD>']",((0.55**x_1)**x_1)
259,-0.28830934,-0.82439804,-2.4141405,"['log', 'tan', 'sqrt', 'max', 'c_1', 'x_1']","log(tan(sqrt(max(0.51,x_1))))"
260,-2.3794665,-0.004871933,1.3117656,"['acos', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",acos((0.78*x_1))
261,0.512923,-0.45040232,-0.79892564,"['-', 'x_1', 'tan', '-', 'c_1', 'x_1']",(x_1-tan((0.31-x_1)))
262,-2.0610654,-0.81560856,1.3612576,"['tan', 'tan', '**', 'acos', 'x_1', 'c_1']",tan(tan((acos(x_1)**0.64)))
263,-0.31718138,0.19017243,-0.16442865,"['/', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.39/x_1)
264,-0.47028828,-0.4275574,1.0662347,"['**', 'cos', 'asin', 'x_1', 'c_1', '<PAD>']",(cos(asin(x_1))**0.25)
265,-0.7496166,-0.38023353,1.4114294,"['**', 'max', 'c_1', 'x_1', 'x_1', '<PAD>']","(max(0.92,x_1)**x_1)"
266,-0.54588574,-2.14823,0.7049819,"['asin', 'cos', 'abs', '-', 'c_1', 'x_1']",asin(cos(abs((0.53-x_1))))
267,0.1512653,-1.2174585,-0.6397991,"['-', 'acos', 'x_1', 'c_1', '<PAD>', '<PAD>']",(acos(x_1)-0.21)
268,0.2218698,-2.131832,-0.17262276,"['acos', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","acos(max(0.75,x_1))"
269,0.81370187,-0.052246444,1.8813049,"['max', '1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(1,x_1)"
270,-1.1294788,0.4564222,0.12886232,"['-', '/', 'c_1', 'x_1', 'asin', 'x_1']",((0.12/x_1)-asin(x_1))
271,0.39404282,-0.539625,-0.7724122,"['+', 'x_1', 'acos', 'max', 'c_1', 'x_1']","(x_1+acos(max(0.39,x_1)))"
272,-0.96948195,1.0211895,0.31079763,"['/', '*', 'c_1', 'cos', 'x_1', 'x_1']",((0.44*cos(x_1))/x_1)
273,-0.3772121,0.023300678,0.20424196,"['sqrt', 'abs', '-', 'c_1', 'x_1', '<PAD>']",sqrt(abs((0.7-x_1)))
274,0.41862428,1.5553627,0.3055821,"['log', 'exp', '/', 'c_1', 'x_1', '<PAD>']",log(exp((0.98/x_1)))
275,-0.64559436,0.56636614,-0.80277264,"['exp', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","exp(max(1.0,x_1))"
276,0.6348355,-0.11550054,-2.3568761,"['abs', '+', 'c_1', 'x_1', '<PAD>', '<PAD>']",abs((0.27+x_1))
277,0.26506248,0.5036069,-0.27481747,"['exp', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","exp(min(0.75,x_1))"
278,-0.470824,0.8976086,0.51419824,"['sqrt', '**', 'c_1', 'x_1', '<PAD>', '<PAD>']",sqrt((0.54**x_1))
279,-0.014703959,-0.5951422,-0.7105806,"['abs', '**', 'c_1', 'abs', 'x_1', '<PAD>']",abs((0.7**abs(x_1)))
280,0.5964501,-0.33181068,0.19040114,"['exp', '*', 'c_1', 'sin', 'x_1', '<PAD>']",exp((0.13*sin(x_1)))
281,-0.42882448,0.25349835,-0.9216535,"['*', 'c_1', 'cos', 'x_1', '<PAD>', '<PAD>']",(0.17*cos(x_1))
282,-1.8194187,-0.33760065,0.23012838,"['*', 'x_1', 'cos', '-', 'x_1', 'c_1']",(x_1*cos((x_1-0.38)))
283,0.3953672,-1.2511798,-0.25691956,"['-', 'sin', 'x_1', 'c_1', '<PAD>', '<PAD>']",(sin(x_1)-0.56)
284,1.5231161,0.09153302,1.0100634,"['/', 'c_1', 'cos', 'x_1', '<PAD>', '<PAD>']",(0.6/cos(x_1))
285,0.4171434,-0.5206451,-0.5837204,"['asin', '-', 'min', 'c_1', 'x_1', 'x_1']","asin((min(0.82,x_1)-x_1))"
286,-0.10146515,-1.0383462,-0.30013326,"['cos', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.55-x_1))
287,1.4171822,0.07618293,-0.8221954,"['/', 'sin', 'x_1', '*', '2', 'x_1']",(sin(x_1)/(2*x_1))
288,0.599076,-0.026635885,1.3695313,"['-', 'tan', '*', '2', 'x_1', 'x_1']",(tan((2*x_1))-x_1)
289,0.22733799,2.1830585,-0.53369504,"['sqrt', 'acos', 'min', 'c_1', 'x_1', '<PAD>']","sqrt(acos(min(0.83,x_1)))"
290,0.005281292,-0.0470614,0.5433814,"['acos', 'tan', '*', 'c_1', 'asin', 'x_1']",acos(tan((0.49*asin(x_1))))
291,-0.5068847,1.2210047,0.044849522,"['cos', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.24-x_1))
292,0.46204367,-1.964392,1.4068534,"['/', 'c_1', 'max', 'acos', 'x_1', 'x_1']","(0.66/max(acos(x_1),x_1))"
293,2.3541498,0.8612421,-0.4970137,"['acos', '**', 'c_1', 'abs', 'x_1', '<PAD>']",acos((0.3**abs(x_1)))
294,-5.749399,0.13944006,3.4102616,"['cos', 'cos', '+', 'c_1', 'x_1', '<PAD>']",cos(cos((0.35+x_1)))
295,0.55464935,-0.740157,-0.43685177,"['sin', 'max', '1', 'x_1', '<PAD>', '<PAD>']","sin(max(1,x_1))"
296,-1.7106292,0.40321738,1.5957448,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.87+x_1)
297,-1.0148515,0.69279754,0.03829485,"['log', 'max', '1', 'x_1', '<PAD>', '<PAD>']","log(max(1,x_1))"
298,-1.5269485,0.58430886,-0.9712031,"['*', '-', 'x_1', 'c_1', 'abs', 'x_1']",((x_1-0.99)*abs(x_1))
299,-1.3289182,0.10423751,-1.0031359,"['+', 'c_1', 'acos', 'x_1', '<PAD>', '<PAD>']",(0.23+acos(x_1))
300,-1.524977,-0.89354205,-0.7329907,"['abs', 'log', 'abs', '-', 'c_1', 'x_1']",abs(log(abs((0.18-x_1))))
301,0.29717928,0.46061566,0.06320517,"['+', 'c_1', 'asin', 'abs', 'x_1', '<PAD>']",(0.59+asin(abs(x_1)))
302,-0.35438696,0.11676797,-1.6787555,"['+', 'x_1', 'max', 'c_1', 'x_1', '<PAD>']","(x_1+max(0.17,x_1))"
303,0.07964483,0.16399157,0.23527855,"['log', 'tan', 'max', 'c_1', 'x_1', '<PAD>']","log(tan(max(0.92,x_1)))"
304,-0.31369975,0.45185977,-0.95253074,"['**', '*', 'c_1', 'acos', 'x_1', 'x_1']",((0.71*acos(x_1))**x_1)
305,-1.624532,1.6136028,-0.79077435,"['min', '/', 'x_1', 'c_1', 'x_1', '<PAD>']","min((x_1/0.38),x_1)"
306,0.711928,-0.08516231,-0.13257906,"['max', '+', 'c_1', 'acos', 'x_1', 'x_1']","max((0.29+acos(x_1)),x_1)"
307,0.7225279,0.6321777,-0.92848194,"['**', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.44**x_1)
308,-0.48644578,2.1284416,0.90586376,"['**', 'abs', 'x_1', '*', '2', 'x_1']",(abs(x_1)**(2*x_1))
309,-1.2908196,1.0057584,0.043857068,"['cos', '+', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.9+x_1))
310,0.04618448,1.5075728,0.0004496097,"['acos', 'cos', '-', 'x_1', 'c_1', '<PAD>']",acos(cos((x_1-0.85)))
311,-0.6653676,2.3776257,-0.12117852,"['sin', '**', 'max', 'c_1', 'x_1', 'x_1']","sin((max(0.73,x_1)**x_1))"
312,-0.33441454,0.371268,0.92757046,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.73,x_1)"
313,0.21519715,2.7234254,-0.92415255,"['sin', '-', 'c_1', 'cos', 'x_1', '<PAD>']",sin((0.65-cos(x_1)))
314,2.413351,0.05968067,0.774841,"['exp', 'sin', '*', 'c_1', 'exp', 'x_1']",exp(sin((0.12*exp(x_1))))
315,1.192796,0.6390914,0.12231763,"['sin', 'min', '**', 'c_1', 'x_1', 'x_1']","sin(min((0.67**x_1),x_1))"
316,-0.31690407,0.8634018,1.3824099,"['exp', '*', '3', 'x_1', '<PAD>', '<PAD>']",exp((3*x_1))
317,0.6662602,0.041630298,-0.024134323,"['**', 'c_1', 'abs', 'x_1', '<PAD>', '<PAD>']",(0.05**abs(x_1))
318,-1.7244053,0.47726572,-0.43649858,"['exp', '+', 'c_1', 'x_1', '<PAD>', '<PAD>']",exp((0.49+x_1))
319,0.4868135,-0.7875656,-1.6280386,"['+', 'sqrt', 'exp', 'x_1', 'c_1', '<PAD>']",(sqrt(exp(x_1))+0.99)
320,-0.9665751,-0.3327736,-0.53504765,"['log', 'sin', '*', 'c_1', 'exp', 'x_1']",log(sin((0.14*exp(x_1))))
321,-0.04286228,-0.016715758,-0.68780005,"['exp', '*', 'c_1', 'sin', 'x_1', '<PAD>']",exp((0.99*sin(x_1)))
322,-0.92386943,-0.21924838,-1.6239525,"['cos', 'exp', '*', 'c_1', 'x_1', '<PAD>']",cos(exp((0.83*x_1)))
323,0.10202329,1.5107429,0.20773618,"['-', 'x_1', 'c_1', '<PAD>', '<PAD>', '<PAD>']",(x_1-0.02)
324,-1.4066305,0.53541654,-0.7378968,"['/', 'c_1', 'cos', 'x_1', '<PAD>', '<PAD>']",(0.34/cos(x_1))
325,-1.0027857,0.49588296,0.3253882,"['-', 'asin', 'log', 'cos', 'x_1', 'c_1']",(asin(log(cos(x_1)))-0.75)
326,-2.2171679,0.46926424,-1.7352319,"['*', 'x_1', 'min', 'c_1', 'x_1', '<PAD>']","(x_1*min(0.4,x_1))"
327,-0.069656685,-0.23814946,-0.37039077,"['min', '*', 'c_1', 'x_1', 'asin', 'x_1']","min((0.75*x_1),asin(x_1))"
328,0.61171246,1.3818231,-0.4771487,"['*', 'asin', 'x_1', 'min', 'c_1', 'x_1']","(asin(x_1)*min(0.67,x_1))"
329,1.3424945,0.3855168,-1.4529676,"['cos', '/', 'x_1', 'c_1', '<PAD>', '<PAD>']",cos((x_1/0.45))
330,-0.2043536,-1.3644983,0.44103238,"['exp', '*', 'x_1', 'max', 'c_1', 'x_1']","exp((x_1*max(0.34,x_1)))"
331,0.056816086,0.22050755,-0.57668066,"['-', 'tan', 'exp', 'x_1', 'c_1', '<PAD>']",(tan(exp(x_1))-0.9)
332,0.056670353,1.3608124,-0.14442882,"['+', 'x_1', 'cos', 'min', 'c_1', 'x_1']","(x_1+cos(min(0.51,x_1)))"
333,-0.451523,-2.6496027,-1.0256641,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.13+x_1)
334,0.5791534,-2.2776766,1.2417479,"['-', 'x_1', 'c_1', '<PAD>', '<PAD>', '<PAD>']",(x_1-0.14)
335,-1.1095402,1.5381364,-0.5792927,"['-', 'x_1', 'abs', '**', 'c_1', 'x_1']",(x_1-abs((0.09**x_1)))
336,-1.6352351,0.54058427,-0.6495091,"['abs', '*', 'x_1', '+', 'c_1', 'x_1']",abs((x_1*(0.56+x_1)))
337,0.102477804,-0.8354758,2.1325037,"['exp', 'abs', 'max', 'c_1', 'x_1', '<PAD>']","exp(abs(max(0.85,x_1)))"
338,0.04558254,0.9291509,1.8476217,"['/', 'exp', 'cos', 'cos', 'x_1', 'c_1']",(exp(cos(cos(x_1)))/0.17)
339,-0.8818685,-0.563519,-0.104206264,"['sin', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","sin(min(0.67,x_1))"
340,0.07942268,0.833685,1.1963415,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
341,0.801448,-0.5824863,-2.2791603,"['-', 'c_1', 'asin', 'cos', 'sin', 'x_1']",(0.41-asin(cos(sin(x_1))))
342,-0.6037462,-1.0767276,-0.46910474,"['acos', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",acos((0.33*x_1))
343,0.60239744,-1.5322481,0.2551203,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.01,x_1)"
344,-0.25038564,0.7506668,-0.3675151,"['*', 'x_1', '+', 'tan', 'x_1', '1']",(x_1*(tan(x_1)+1))
345,-0.44876164,-0.37720555,-0.32467082,"['*', '**', 'x_1', '2', 'sin', 'x_1']",((x_1**2)*sin(x_1))
346,0.70005757,0.41421112,0.86115915,"['min', 'asin', 'x_1', '*', 'c_1', 'x_1']","min(asin(x_1),(0.25*x_1))"
347,0.046491727,1.3525836,0.17831787,"['abs', '**', '**', 'c_1', 'x_1', 'x_1']",abs(((0.28**x_1)**x_1))
348,0.4479041,1.2195979,0.26247692,"['*', 'x_1', 'min', 'c_1', 'x_1', '<PAD>']","(x_1*min(0.85,x_1))"
349,-5.25864,-0.12811187,2.5791698,"['cos', 'min', '*', 'x_1', 'c_1', 'x_1']","cos(min((x_1*0.78),x_1))"
350,-2.0581963,0.46814424,-1.4205881,"['-', '*', '2', 'x_1', 'sin', 'x_1']",((2*x_1)-sin(x_1))
351,-0.0150384605,0.4275609,0.85046077,"['+', 'x_1', 'abs', 'min', 'c_1', 'x_1']","(x_1+abs(min(0.81,x_1)))"
352,-0.5234182,-0.3485191,0.9768645,"['+', 'x_1', 'exp', '+', 'c_1', 'x_1']",(x_1+exp((0.52+x_1)))
353,0.47144914,0.43158358,0.48526898,"['abs', 'sin', '-', 'c_1', 'x_1', '<PAD>']",abs(sin((0.16-x_1)))
354,0.32228678,-0.3327431,-1.7834661,"['*', '2', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(2*x_1)
355,-0.5901984,-2.0211978,-0.285687,"['log', 'exp', '**', 'c_1', 'asin', 'x_1']",log(exp((0.79**asin(x_1))))
356,0.22414994,0.6977085,0.84040034,"['-', '**', 'c_1', 'x_1', 'x_1', '<PAD>']",((0.84**x_1)-x_1)
357,-0.58014274,-0.517511,-0.33570233,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.23,x_1)"
358,-1.4863244,0.5264962,0.27542007,"['*', 'asin', 'x_1', 'min', 'c_1', 'x_1']","(asin(x_1)*min(0.99,x_1))"
359,-0.83950806,0.55550563,1.3473548,"['sin', 'exp', '/', 'acos', 'x_1', 'c_1']",sin(exp((acos(x_1)/0.6)))
360,1.0584916,0.83968604,-0.39018598,"['*', 'x_1', '-', 'x_1', 'c_1', '<PAD>']",(x_1*(x_1-0.57))
361,0.5041351,-0.053435452,0.1485557,"['-', 'abs', 'x_1', 'c_1', '<PAD>', '<PAD>']",(abs(x_1)-0.18)
362,0.10081528,0.79054534,1.2807192,"['abs', 'log', '**', 'c_1', 'x_1', '<PAD>']",abs(log((0.75**x_1)))
363,0.69870627,0.47831,1.6578428,"['+', 'x_1', '/', 'cos', 'x_1', 'c_1']",(x_1+(cos(x_1)/0.26))
364,-0.9538684,0.023475748,2.8093467,"['*', 'x_1', 'cos', '+', 'c_1', 'x_1']",(x_1*cos((0.72+x_1)))
365,2.7368488,0.48747224,1.3273393,"['tan', 'cos', 'cos', '/', 'c_1', 'x_1']",tan(cos(cos((0.02/x_1))))
366,0.42026007,-0.85321146,-1.5908655,"['/', 'cos', 'max', 'c_1', 'x_1', 'x_1']","(cos(max(0.33,x_1))/x_1)"
367,-0.09537137,0.675446,-0.6673405,"['max', '+', 'x_1', 'c_1', 'sin', 'x_1']","max((x_1+0.67),sin(x_1))"
368,0.82422084,0.09349108,-1.2163031,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.8,x_1)"
369,-0.27549618,0.014949949,1.0587375,"['min', '+', 'c_1', 'x_1', 'sin', 'x_1']","min((0.04+x_1),sin(x_1))"
370,0.17410216,-1.2111038,-0.20991848,"['sin', '*', 'x_1', 'min', 'c_1', 'x_1']","sin((x_1*min(0.75,x_1)))"
371,0.67057824,-0.6482739,1.2690691,"['-', 'sin', 'exp', 'x_1', 'c_1', '<PAD>']",(sin(exp(x_1))-0.53)
372,1.2203487,-1.4964259,-0.5346163,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.31+x_1)
373,0.57421005,0.061839856,1.1390866,"['tan', 'asin', 'cos', '-', 'c_1', 'x_1']",tan(asin(cos((0.21-x_1))))
374,-0.9525035,-0.3425443,-1.1289986,"['-', '0', 'sin', 'x_1', '<PAD>', '<PAD>']",(0-sin(x_1))
375,-0.48728877,-1.6927128,-0.29551035,"['+', 'c_1', 'exp', 'asin', 'sin', 'x_1']",(0.53+exp(asin(sin(x_1))))
376,-0.20519918,0.630415,0.3003163,"['/', 'c_1', 'acos', 'sin', 'tan', 'x_1']",(0.92/acos(sin(tan(x_1))))
377,0.93171155,-0.03255652,-1.7544839,"['max', 'acos', 'x_1', 'max', 'c_1', 'x_1']","max(acos(x_1),max(0.72,x_1))"
378,0.29347056,0.113455474,-0.947512,"['tan', '/', 'c_1', 'x_1', '<PAD>', '<PAD>']",tan((0.71/x_1))
379,-0.58966917,-0.50722617,1.0766898,"['*', 'c_1', 'acos', 'x_1', '<PAD>', '<PAD>']",(0.21*acos(x_1))
380,-1.6479704,0.7216197,-0.37999323,"['sin', '-', 'c_1', 'sin', 'x_1', '<PAD>']",sin((0.82-sin(x_1)))
381,-0.8235934,-0.31521356,1.3184236,"['cos', 'sin', 'log', 'max', 'c_1', 'x_1']","cos(sin(log(max(0.65,x_1))))"
382,0.37049276,1.2386668,0.012305677,"['**', 'cos', 'cos', 'x_1', 'c_1', '<PAD>']",(cos(cos(x_1))**0.99)
383,0.596825,0.87614846,-0.1847448,"['+', 'c_1', 'acos', 'x_1', '<PAD>', '<PAD>']",(0.97+acos(x_1))
384,-1.8417907,-0.996811,-0.5518661,"['-', 'x_1', '/', 'c_1', 'x_1', '<PAD>']",(x_1-(0.38/x_1))
385,0.068366244,-0.1861054,1.0874546,"['-', '0', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0-x_1)
386,0.3578182,0.17876121,-0.3666714,"['min', 'acos', 'x_1', 'min', 'c_1', 'x_1']","min(acos(x_1),min(0.02,x_1))"
387,0.39117253,-0.15369645,0.90082395,"['sqrt', '**', 'c_1', 'x_1', '<PAD>', '<PAD>']",sqrt((0.49**x_1))
388,0.30645669,-1.6479051,-0.41174245,"['sqrt', 'exp', 'exp', '+', 'c_1', 'x_1']",sqrt(exp(exp((0.53+x_1))))
389,-0.76492107,0.31965333,-1.7400734,"['-', 'abs', '-', 'c_1', 'x_1', 'x_1']",(abs((0.13-x_1))-x_1)
390,-0.34102508,-0.012502737,-0.17955205,"['*', 'x_1', '-', '1', 'tan', 'x_1']",(x_1*(1-tan(x_1)))
391,0.6617409,-0.75892055,-0.56519765,"['asin', 'sqrt', 'abs', 'max', 'c_1', 'x_1']","asin(sqrt(abs(max(0.49,x_1))))"
392,-0.39310193,0.8285092,-0.18197283,"['sqrt', 'exp', '/', 'c_1', 'x_1', '<PAD>']",sqrt(exp((0.15/x_1)))
393,-0.5290695,-0.6856545,-1.5466412,"['/', 'c_1', 'cos', 'sin', 'exp', 'x_1']",(0.23/cos(sin(exp(x_1))))
394,1.6380405,-0.47567958,0.5376066,"['*', 'c_1', 'tan', 'x_1', '<PAD>', '<PAD>']",(0.97*tan(x_1))
